asset	asset_address	type	mode	destination	source	entry_address
asset_88B90C	$88B90C	WRAM	normal	$7FF000	FILE_A7D2B5	$88B920
asset_88B90C	$88B90C	WRAM	normal	$7FD000	FILE_A792BA|$400000	$88B926
asset_88B90C	$88B90C	WRAM	normal	$7FD001	FILE_A79482|$400000	$88B92C
asset_88B90C	$88B90C	WRAM	normal	$7F7000	FILE_A7996D	$88B932
asset_88B93A	$88B93A	VRAM	normal	$2000	VRAM_A4954E	$88B93C
asset_88B93A	$88B93A	VRAM	normal	$3000	VRAM_A4AC43	$88B941
asset_88B93A	$88B93A	VRAM	normal	$3690	VRAM_A4B574	$88B946
asset_88B93A	$88B93A	VRAM	normal	$3BD0	VRAM_A4BDC3	$88B94B
asset_88B93A	$88B93A	VRAM	normal	$3DF0	VRAM_A5828D	$88B950
asset_88B93A	$88B93A	VRAM	normal	$4000	VRAM_A4C160	$88B955
asset_88B93A	$88B93A	VRAM	normal	$4450	VRAM_A4E820	$88B95A
asset_88B93A	$88B93A	VRAM	normal	$5000	VRAM_A78105	$88B95F
asset_88B93A	$88B93A	VRAM	normal	$4C00	VRAM_A78000	$88B964
asset_88B93A	$88B93A	VRAM	normal	$7000	VRAM_B4F1D5	$88B969
asset_88B96F	$88B96F	WRAM	normal	$7FC000	FILE_A799DD	$88B971
asset_88B96F	$88B96F	WRAM	normal	$7FA000	FILE_A79B12|$400000	$88B977
asset_88B96F	$88B96F	WRAM	normal	$7FA001	FILE_A79E3C|$400000	$88B97D
asset_88B96F	$88B96F	WRAM	normal	$7FF000	FILE_A79ABF	$88B983
asset_88B96F	$88B96F	WRAM	normal	$7FD000	FILE_A79FFE|$400000	$88B989
asset_88B96F	$88B96F	WRAM	normal	$7FD001	FILE_A7A2AB|$400000	$88B98F
asset_88B96F	$88B96F	WRAM	normal	$7F7000	FILE_A7A3D2	$88B995
asset_88B99D	$88B99D	VRAM	normal	$2000	VRAM_A4954E	$88B99F
asset_88B99D	$88B99D	VRAM	normal	$3000	VRAM_A4AC43	$88B9A4
asset_88B99D	$88B99D	VRAM	normal	$3690	VRAM_A4B574	$88B9A9
asset_88B99D	$88B99D	VRAM	normal	$3BD0	VRAM_A4BDC3	$88B9AE
asset_88B99D	$88B99D	VRAM	normal	$3DF0	VRAM_A5828D	$88B9B3
asset_88B99D	$88B99D	VRAM	normal	$4000	VRAM_A4C160	$88B9B8
asset_88B99D	$88B99D	VRAM	normal	$4800	VRAM_A4EE9B	$88B9BD
asset_88B99D	$88B99D	VRAM	normal	$5000	VRAM_A18681	$88B9C2
asset_88B99D	$88B99D	VRAM	normal	$7000	VRAM_99967F	$88B9C7
asset_88B99D	$88B99D	VRAM	normal	$7600	VRAM_99EE4C	$88B9CC
asset_88B99D	$88B99D	VRAM	normal	$7A00	VRAM_B1E8FB	$88B9D1
asset_88B9D7	$88B9D7	WRAM	normal	$7FC000	FILE_A7A4E1	$88B9D9
asset_88B9D7	$88B9D7	WRAM	normal	$7FA000	FILE_A79B12|$400000	$88B9DF
asset_88B9D7	$88B9D7	WRAM	normal	$7FA001	FILE_A79E3C|$400000	$88B9E5
asset_88B9D7	$88B9D7	WRAM	normal	$7FF000	FILE_A7A59F	$88B9EB
asset_88B9D7	$88B9D7	WRAM	normal	$7FD000	FILE_A79FFE|$400000	$88B9F1
asset_88B9D7	$88B9D7	WRAM	normal	$7FD001	FILE_A7A2AB|$400000	$88B9F7
asset_88B9D7	$88B9D7	WRAM	normal	$7F7000	FILE_A7A6AD	$88B9FD
asset_88BA05	$88BA05	VRAM	normal	$2000	VRAM_A4954E	$88BA07
asset_88BA05	$88BA05	VRAM	normal	$3000	VRAM_A4AC43	$88BA0C
asset_88BA05	$88BA05	VRAM	normal	$3690	VRAM_A4B574	$88BA11
asset_88BA05	$88BA05	VRAM	normal	$3BD0	VRAM_A4BDC3	$88BA16
asset_88BA05	$88BA05	VRAM	normal	$3DF0	VRAM_A5828D	$88BA1B
asset_88BA05	$88BA05	VRAM	normal	$4000	VRAM_A4C160	$88BA20
asset_88BA05	$88BA05	VRAM	normal	$4800	VRAM_A4EE9B	$88BA25
asset_88BA05	$88BA05	VRAM	normal	$5000	VRAM_A18681	$88BA2A
asset_88BA05	$88BA05	VRAM	normal	$7000	VRAM_998548	$88BA2F
asset_88BA05	$88BA05	VRAM	normal	$7200	VRAM_998E64	$88BA34
asset_88BA05	$88BA05	VRAM	normal	$7400	VRAM_B1F793	$88BA39
asset_88BA3F	$88BA3F	WRAM	normal	$7FC000	FILE_A7A808	$88BA41
asset_88BA3F	$88BA3F	WRAM	normal	$7FA000	FILE_A7AB5E|$400000	$88BA47
asset_88BA3F	$88BA3F	WRAM	normal	$7FA001	FILE_A7AD71|$400000	$88BA4D
asset_88BA3F	$88BA3F	WRAM	normal	$7FF000	FILE_A7A8E3	$88BA53
asset_88BA3F	$88BA3F	WRAM	normal	$7FD000	FILE_A5DB19|$400000	$88BA59
asset_88BA3F	$88BA3F	WRAM	normal	$7FD001	FILE_A5E4C4|$400000	$88BA5F
asset_88BA3F	$88BA3F	WRAM	normal	$7F7000	FILE_A7AE70	$88BA65
asset_88BA6D	$88BA6D	VRAM	normal	$2000	VRAM_A4954E	$88BA6F
asset_88BA6D	$88BA6D	VRAM	normal	$3000	VRAM_A4AC43	$88BA74
asset_88BA6D	$88BA6D	VRAM	normal	$3690	VRAM_A4F566	$88BA79
asset_88BA6D	$88BA6D	VRAM	normal	$3BD0	VRAM_A4BDC3	$88BA7E
asset_88BA6D	$88BA6D	VRAM	normal	$3DF0	VRAM_A5828D	$88BA83
asset_88BA6D	$88BA6D	VRAM	normal	$4000	VRAM_A4C160	$88BA88
asset_88BA6D	$88BA6D	VRAM	normal	$4800	VRAM_A4D035	$88BA8D
asset_88BA6D	$88BA6D	VRAM	normal	$5000	VRAM_A18681	$88BA92
asset_88BA6D	$88BA6D	VRAM	normal	$7000	VRAM_998B3D	$88BA97
asset_88BA6D	$88BA6D	VRAM	normal	$7400	VRAM_99932A	$88BA9C
asset_88BA6D	$88BA6D	VRAM	normal	$7600	VRAM_B1E8FB	$88BAA1
asset_88BA6D	$88BA6D	VRAM	normal	$7800	VRAM_B2F6BA	$88BAA6
asset_88BA6D	$88BA6D	VRAM	normal	$7A00	VRAM_998FC7	$88BAAB
asset_88BAB1	$88BAB1	WRAM	normal	$7FC000	FILE_AD8000	$88BAB3
asset_88BAB1	$88BAB1	WRAM	normal	$7FA000	FILE_AD8871|$400000	$88BAB9
asset_88BAB1	$88BAB1	WRAM	normal	$7FA001	FILE_AD9196|$400000	$88BABF
asset_88BAB1	$88BAB1	WRAM	normal	$7FF000	FILE_AD8350	$88BAC5
asset_88BAB1	$88BAB1	WRAM	normal	$7FD000	FILE_AD96CE|$400000	$88BACB
asset_88BAB1	$88BAB1	WRAM	normal	$7FD001	FILE_AD9F67|$400000	$88BAD1
asset_88BAB1	$88BAB1	WRAM	normal	$7F7000	FILE_ADA3F9	$88BAD7
asset_88BADF	$88BADF	VRAM	normal	$2000	VRAM_AC8580	$88BAE1
asset_88BADF	$88BADF	VRAM	normal	$2D70	VRAM_AC9AB7	$88BAE6
asset_88BADF	$88BADF	VRAM	normal	$3000	VRAM_AC9E39	$88BAEB
asset_88BADF	$88BADF	VRAM	normal	$31F0	VRAM_ACA0B2	$88BAF0
asset_88BADF	$88BADF	VRAM	normal	$3CD0	VRAM_ACB150	$88BAF5
asset_88BADF	$88BADF	VRAM	normal	$4000	VRAM_ACB64A	$88BAFA
asset_88BADF	$88BADF	VRAM	normal	$43E0	VRAM_ACBC06	$88BAFF
asset_88BADF	$88BADF	VRAM	normal	$47D0	VRAM_ACC9D1	$88BB04
asset_88BADF	$88BADF	VRAM	normal	$5000	VRAM_A18681	$88BB09
asset_88BADF	$88BADF	VRAM	normal	$7000	VRAM_A8E614	$88BB0E
asset_88BADF	$88BADF	VRAM	normal	$7400	VRAM_AAB006	$88BB13
asset_88BADF	$88BADF	VRAM	normal	$7A00	VRAM_B1DC84	$88BB18
asset_88BADF	$88BADF	VRAM	normal	$7C00	VRAM_B3E738	$88BB1D
asset_88BB23	$88BB23	VRAM	deferred	$7000	VRAM_BEB2DC	$88BB25
asset_88BB23	$88BB23	VRAM	deferred	$7400	VRAM_BEB933	$88BB2A
asset_88BB30	$88BB30	VRAM	deferred	$7C00	VRAM_BEB2DC	$88BB32
asset_88BB38	$88BB38	VRAM	deferred	$7000	VRAM_B3ED38	$88BB3A
asset_88BB40	$88BB40	VRAM	deferred	$7000	VRAM_A8E614	$88BB42
asset_88BB48	$88BB48	WRAM	normal	$7FC000	FILE_ADAA92	$88BB4A
asset_88BB48	$88BB48	WRAM	normal	$7FA000	FILE_ADAC4E|$400000	$88BB50
asset_88BB48	$88BB48	WRAM	normal	$7FA001	FILE_ADAE09|$400000	$88BB56
asset_88BB48	$88BB48	WRAM	normal	$7FF000	FILE_ADAB3C	$88BB5C
asset_88BB48	$88BB48	WRAM	normal	$7FD000	FILE_ADAF1B|$400000	$88BB62
asset_88BB48	$88BB48	WRAM	normal	$7FD001	FILE_ADB349|$400000	$88BB68
asset_88BB48	$88BB48	WRAM	normal	$7F7000	FILE_ADB53D	$88BB6E
asset_88BB76	$88BB76	VRAM	normal	$2000	VRAM_AC8580	$88BB78
asset_88BB76	$88BB76	VRAM	normal	$2D70	VRAM_AC9AB7	$88BB7D
asset_88BB76	$88BB76	VRAM	normal	$3000	VRAM_AC9E39	$88BB82
asset_88BB76	$88BB76	VRAM	normal	$31F0	VRAM_ACA0B2	$88BB87
asset_88BB76	$88BB76	VRAM	normal	$3CD0	VRAM_ACB150	$88BB8C
asset_88BB76	$88BB76	VRAM	normal	$4000	VRAM_ACB64A	$88BB91
asset_88BB76	$88BB76	VRAM	normal	$43E0	VRAM_ACC281	$88BB96
asset_88BB76	$88BB76	VRAM	normal	$5000	VRAM_A18681	$88BB9B
asset_88BB76	$88BB76	VRAM	normal	$7000	VRAM_92EE85	$88BBA0
asset_88BB76	$88BB76	VRAM	normal	$7600	VRAM_B4F1D5	$88BBA5
asset_88BBAB	$88BBAB	WRAM	normal	$7FC000	FILE_AAFE0C	$88BBAD
asset_88BBAB	$88BBAB	WRAM	normal	$7FA000	FILE_ADAC4E|$400000	$88BBB3
asset_88BBAB	$88BBAB	WRAM	normal	$7FA001	FILE_ADAE09|$400000	$88BBB9
asset_88BBAB	$88BBAB	WRAM	normal	$7FF000	FILE_ADAB3C	$88BBBF
asset_88BBAB	$88BBAB	WRAM	normal	$7FD000	FILE_ADAF1B|$400000	$88BBC5
asset_88BBAB	$88BBAB	WRAM	normal	$7FD001	FILE_ADB349|$400000	$88BBCB
asset_88BBAB	$88BBAB	WRAM	normal	$7F7000	FILE_ACFBB8	$88BBD1
asset_88BBD9	$88BBD9	WRAM	normal	$7FC000	FILE_ADB6AC	$88BBDB
asset_88BBD9	$88BBD9	WRAM	normal	$7FA000	FILE_ADB905|$400000	$88BBE1
asset_88BBD9	$88BBD9	WRAM	normal	$7FA001	FILE_ADBBAF|$400000	$88BBE7
asset_88BBD9	$88BBD9	WRAM	normal	$7FF000	FILE_ADB7F2	$88BBED
asset_88BBD9	$88BBD9	WRAM	normal	$7FD000	FILE_ADBD39|$400000	$88BBF3
asset_88BBD9	$88BBD9	WRAM	normal	$7FD001	FILE_ADBED8|$400000	$88BBF9
asset_88BBD9	$88BBD9	WRAM	normal	$7F7000	FILE_ADBFAD	$88BBFF
asset_88BC07	$88BC07	VRAM	normal	$2000	VRAM_AC8580	$88BC09
asset_88BC07	$88BC07	VRAM	normal	$2D70	VRAM_AC9AB7	$88BC0E
asset_88BC07	$88BC07	VRAM	normal	$3000	VRAM_AC9E39	$88BC13
asset_88BC07	$88BC07	VRAM	normal	$31F0	VRAM_ACA0B2	$88BC18
asset_88BC07	$88BC07	VRAM	normal	$3CD0	VRAM_ACB150	$88BC1D
asset_88BC07	$88BC07	VRAM	normal	$4000	VRAM_ACB64A	$88BC22
asset_88BC07	$88BC07	VRAM	normal	$4310	VRAM_ACCFB6	$88BC27
asset_88BC07	$88BC07	VRAM	normal	$5000	VRAM_A18681	$88BC2C
asset_88BC07	$88BC07	VRAM	normal	$7000	VRAM_AACF09	$88BC31
asset_88BC07	$88BC07	VRAM	normal	$7800	VRAM_AAB006	$88BC36
asset_88BC3C	$88BC3C	WRAM	normal	$7FC000	FILE_ADC0BD	$88BC3E
asset_88BC3C	$88BC3C	WRAM	normal	$7FA000	FILE_ADC28B|$400000	$88BC44
asset_88BC3C	$88BC3C	WRAM	normal	$7FA001	FILE_ADC5B0|$400000	$88BC4A
asset_88BC3C	$88BC3C	WRAM	normal	$7FF000	FILE_ADC193	$88BC50
asset_88BC3C	$88BC3C	WRAM	normal	$7FD000	FILE_ADC74F|$400000	$88BC56
asset_88BC3C	$88BC3C	WRAM	normal	$7FD001	FILE_ADC95A|$400000	$88BC5C
asset_88BC3C	$88BC3C	WRAM	normal	$7F7000	FILE_B4FCC9	$88BC62
asset_88BC6A	$88BC6A	VRAM	normal	$2000	VRAM_AC8580	$88BC6C
asset_88BC6A	$88BC6A	VRAM	normal	$2D70	VRAM_AC9AB7	$88BC71
asset_88BC6A	$88BC6A	VRAM	normal	$3000	VRAM_AC9E39	$88BC76
asset_88BC6A	$88BC6A	VRAM	normal	$31F0	VRAM_ACA0B2	$88BC7B
asset_88BC6A	$88BC6A	VRAM	normal	$3CD0	VRAM_ACB150	$88BC80
asset_88BC6A	$88BC6A	VRAM	normal	$4000	VRAM_ACB64A	$88BC85
asset_88BC6A	$88BC6A	VRAM	normal	$43E0	VRAM_ACBC06	$88BC8A
asset_88BC6A	$88BC6A	VRAM	normal	$47D0	VRAM_ACD889	$88BC8F
asset_88BC6A	$88BC6A	VRAM	normal	$5000	VRAM_A18681	$88BC94
asset_88BC6A	$88BC6A	VRAM	normal	$7000	VRAM_AACF09	$88BC99
asset_88BC6A	$88BC6A	VRAM	normal	$7400	VRAM_AAD775	$88BC9E
asset_88BC6A	$88BC6A	VRAM	normal	$7800	VRAM_AAB006	$88BCA3
asset_88BCA9	$88BCA9	WRAM	normal	$7FC000	FILE_ADCA8B	$88BCAB
asset_88BCA9	$88BCA9	WRAM	normal	$7FA000	FILE_ADCB2E|$400000	$88BCB1
asset_88BCA9	$88BCA9	WRAM	normal	$7FA001	FILE_ADCD18|$400000	$88BCB7
asset_88BCA9	$88BCA9	WRAM	normal	$7FF000	FILE_ADCE7C	$88BCBD
asset_88BCA9	$88BCA9	WRAM	normal	$7FD000	FILE_ADCF0C|$400000	$88BCC3
asset_88BCA9	$88BCA9	WRAM	normal	$7FD001	FILE_ADD21F|$400000	$88BCC9
asset_88BCA9	$88BCA9	WRAM	normal	$7F7000	FILE_ADD401	$88BCCF
asset_88BCD7	$88BCD7	VRAM	normal	$2000	VRAM_AC8580	$88BCD9
asset_88BCD7	$88BCD7	VRAM	normal	$2D70	VRAM_AC9AB7	$88BCDE
asset_88BCD7	$88BCD7	VRAM	normal	$3000	VRAM_AC9E39	$88BCE3
asset_88BCD7	$88BCD7	VRAM	normal	$31F0	VRAM_ACA0B2	$88BCE8
asset_88BCD7	$88BCD7	VRAM	normal	$3CD0	VRAM_ACB150	$88BCED
asset_88BCD7	$88BCD7	VRAM	normal	$4000	VRAM_ACB64A	$88BCF2
asset_88BCD7	$88BCD7	VRAM	normal	$43E0	VRAM_ACBC06	$88BCF7
asset_88BCD7	$88BCD7	VRAM	normal	$47D0	VRAM_ACC9D1	$88BCFC
asset_88BCD7	$88BCD7	VRAM	normal	$5000	VRAM_A18681	$88BD01
asset_88BCD7	$88BCD7	VRAM	normal	$7000	VRAM_98EDB5	$88BD06
asset_88BCD7	$88BCD7	VRAM	normal	$7200	VRAM_98F027	$88BD0B
asset_88BCD7	$88BCD7	VRAM	normal	$7800	VRAM_AAB006	$88BD10
asset_88BD16	$88BD16	WRAM	normal	$7FC000	FILE_AEFD64	$88BD18
asset_88BD16	$88BD16	WRAM	normal	$7FA000	FILE_ADCB2E|$400000	$88BD1E
asset_88BD16	$88BD16	WRAM	normal	$7FA001	FILE_ADCD18|$400000	$88BD24
asset_88BD16	$88BD16	WRAM	normal	$7FF000	FILE_AE8052	$88BD2A
asset_88BD16	$88BD16	WRAM	normal	$7FD000	FILE_ADCF0C|$400000	$88BD30
asset_88BD16	$88BD16	WRAM	normal	$7FD001	FILE_ADD21F|$400000	$88BD36
asset_88BD16	$88BD16	WRAM	normal	$7F7000	FILE_A5FF6E	$88BD3C
asset_88BD44	$88BD44	VRAM	normal	$2000	VRAM_AC8580	$88BD46
asset_88BD44	$88BD44	VRAM	normal	$2D70	VRAM_AC9AB7	$88BD4B
asset_88BD44	$88BD44	VRAM	normal	$3000	VRAM_AC9E39	$88BD50
asset_88BD44	$88BD44	VRAM	normal	$31F0	VRAM_ACA0B2	$88BD55
asset_88BD44	$88BD44	VRAM	normal	$3CD0	VRAM_ACB150	$88BD5A
asset_88BD44	$88BD44	VRAM	normal	$4000	VRAM_ACB64A	$88BD5F
asset_88BD44	$88BD44	VRAM	normal	$43E0	VRAM_ACBC06	$88BD64
asset_88BD44	$88BD44	VRAM	normal	$47D0	VRAM_ACC9D1	$88BD69
asset_88BD44	$88BD44	VRAM	normal	$5000	VRAM_A18681	$88BD6E
asset_88BD44	$88BD44	VRAM	normal	$7000	VRAM_98EDB5	$88BD73
asset_88BD44	$88BD44	VRAM	normal	$7200	VRAM_98F027	$88BD78
asset_88BD44	$88BD44	VRAM	normal	$7800	VRAM_AAB006	$88BD7D
asset_88BD83	$88BD83	WRAM	normal	$7FC000	FILE_B0FF33	$88BD85
asset_88BD83	$88BD83	WRAM	normal	$7FA000	FILE_ADCB2E|$400000	$88BD8B
asset_88BD83	$88BD83	WRAM	normal	$7FA001	FILE_ADCD18|$400000	$88BD91
asset_88BD83	$88BD83	WRAM	normal	$7FF000	FILE_ACFD25	$88BD97
asset_88BD83	$88BD83	WRAM	normal	$7FD000	FILE_ADCF0C|$400000	$88BD9D
asset_88BD83	$88BD83	WRAM	normal	$7FD001	FILE_ADD21F|$400000	$88BDA3
asset_88BD83	$88BD83	WRAM	normal	$7F7000	FILE_ADD4F3	$88BDA9
asset_88BDB1	$88BDB1	VRAM	normal	$2000	VRAM_AC8580	$88BDB3
asset_88BDB1	$88BDB1	VRAM	normal	$2D70	VRAM_AC9AB7	$88BDB8
asset_88BDB1	$88BDB1	VRAM	normal	$3000	VRAM_AC9E39	$88BDBD
asset_88BDB1	$88BDB1	VRAM	normal	$31F0	VRAM_ACA0B2	$88BDC2
asset_88BDB1	$88BDB1	VRAM	normal	$3CD0	VRAM_ACB150	$88BDC7
asset_88BDB1	$88BDB1	VRAM	normal	$4000	VRAM_ACB64A	$88BDCC
asset_88BDB1	$88BDB1	VRAM	normal	$43E0	VRAM_ACBC06	$88BDD1
asset_88BDB1	$88BDB1	VRAM	normal	$47D0	VRAM_ACC9D1	$88BDD6
asset_88BDB1	$88BDB1	VRAM	normal	$5000	VRAM_A18681	$88BDDB
asset_88BDB1	$88BDB1	VRAM	normal	$7000	VRAM_98EDB5	$88BDE0
asset_88BDB1	$88BDB1	VRAM	normal	$7200	VRAM_98F027	$88BDE5
asset_88BDB1	$88BDB1	VRAM	normal	$7800	VRAM_AAB006	$88BDEA
asset_88BDB1	$88BDB1	VRAM	normal	$7800	VRAM_B1F793	$88BDEF
asset_88BDF5	$88BDF5	WRAM	normal	$7FC000	FILE_ACFB66	$88BDF7
asset_88BDF5	$88BDF5	WRAM	normal	$7FA000	FILE_ADCB2E|$400000	$88BDFD
asset_88BDF5	$88BDF5	WRAM	normal	$7FA001	FILE_ADCD18|$400000	$88BE03
asset_88BDF5	$88BDF5	WRAM	normal	$7FF000	FILE_AE8000	$88BE09
asset_88BDF5	$88BDF5	WRAM	normal	$7FD000	FILE_ADCF0C|$400000	$88BE0F
asset_88BDF5	$88BDF5	WRAM	normal	$7FD001	FILE_ADD21F|$400000	$88BE15
asset_88BDF5	$88BDF5	WRAM	normal	$7F7000	FILE_ADD5AB	$88BE1B
asset_88BE23	$88BE23	VRAM	normal	$2000	VRAM_AC8580	$88BE25
asset_88BE23	$88BE23	VRAM	normal	$2D70	VRAM_AC9AB7	$88BE2A
asset_88BE23	$88BE23	VRAM	normal	$3000	VRAM_AC9E39	$88BE2F
asset_88BE23	$88BE23	VRAM	normal	$31F0	VRAM_ACA0B2	$88BE34
asset_88BE23	$88BE23	VRAM	normal	$3CD0	VRAM_ACB150	$88BE39
asset_88BE23	$88BE23	VRAM	normal	$4000	VRAM_ACB64A	$88BE3E
asset_88BE23	$88BE23	VRAM	normal	$43E0	VRAM_ACBC06	$88BE43
asset_88BE23	$88BE23	VRAM	normal	$47D0	VRAM_ACC9D1	$88BE48
asset_88BE23	$88BE23	VRAM	normal	$5000	VRAM_A18681	$88BE4D
asset_88BE23	$88BE23	VRAM	normal	$7000	VRAM_98EDB5	$88BE52
asset_88BE23	$88BE23	VRAM	normal	$7200	VRAM_98F027	$88BE57
asset_88BE23	$88BE23	VRAM	normal	$7800	VRAM_AAB006	$88BE5C
asset_88BE62	$88BE62	WRAM	normal	$7FC000	FILE_AEFDEB	$88BE64
asset_88BE62	$88BE62	WRAM	normal	$7FA000	FILE_ADD649|$400000	$88BE6A
asset_88BE62	$88BE62	WRAM	normal	$7FA001	FILE_ADDF68|$400000	$88BE70
asset_88BE62	$88BE62	WRAM	normal	$7FF000	FILE_ADE4C9	$88BE76
asset_88BE62	$88BE62	WRAM	normal	$7FD000	FILE_ADE866|$400000	$88BE7C
asset_88BE62	$88BE62	WRAM	normal	$7FD001	FILE_ADF2DA|$400000	$88BE82
asset_88BE62	$88BE62	WRAM	normal	$7F7000	FILE_ADF92D	$88BE88
asset_88BE90	$88BE90	WRAM	normal	$7FC000	FILE_B2F8A4	$88BE92
asset_88BE90	$88BE90	WRAM	normal	$7FA000	FILE_ADD649|$400000	$88BE98
asset_88BE90	$88BE90	WRAM	normal	$7FA001	FILE_ADDF68|$400000	$88BE9E
asset_88BE90	$88BE90	WRAM	normal	$7FF000	FILE_B28031	$88BEA4
asset_88BE90	$88BE90	WRAM	normal	$7FD000	FILE_B283C2|$400000	$88BEAA
asset_88BE90	$88BE90	WRAM	normal	$7FD001	FILE_B28CF1|$400000	$88BEB0
asset_88BE90	$88BE90	WRAM	normal	$7F7000	FILE_B29247	$88BEB6
asset_88BEBE	$88BEBE	VRAM	normal	$2000	VRAM_AC8580	$88BEC0
asset_88BEBE	$88BEBE	VRAM	normal	$2D70	VRAM_AC9AB7	$88BEC5
asset_88BEBE	$88BEBE	VRAM	normal	$3000	VRAM_AC9E39	$88BECA
asset_88BEBE	$88BEBE	VRAM	normal	$31F0	VRAM_ACA0B2	$88BECF
asset_88BEBE	$88BEBE	VRAM	normal	$3CD0	VRAM_ACB150	$88BED4
asset_88BEBE	$88BEBE	VRAM	normal	$4000	VRAM_ACB64A	$88BED9
asset_88BEBE	$88BEBE	VRAM	normal	$43E0	VRAM_ACBC06	$88BEDE
asset_88BEBE	$88BEBE	VRAM	normal	$4640	VRAM_ACDD6A	$88BEE3
asset_88BEBE	$88BEBE	VRAM	normal	$5000	VRAM_A18681	$88BEE8
asset_88BEBE	$88BEBE	VRAM	normal	$7800	VRAM_B2F6BA	$88BEED
asset_88BEBE	$88BEBE	VRAM	normal	$7C00	VRAM_B1DC84	$88BEF2
asset_88BEBE	$88BEBE	VRAM	normal	$7E00	VRAM_B1E019	$88BEF7
asset_88BEBE	$88BEBE	VRAM	normal	$7000	VRAM_B3ED38	$88BEFC
asset_88BF02	$88BF02	WRAM	normal	$7FC000	FILE_B297C5	$88BF04
asset_88BF02	$88BF02	WRAM	normal	$7FA000	FILE_ADD649|$400000	$88BF0A
asset_88BF02	$88BF02	WRAM	normal	$7FA001	FILE_ADDF68|$400000	$88BF10
asset_88BF02	$88BF02	WRAM	normal	$7FF000	FILE_B297F8	$88BF16
asset_88BF02	$88BF02	WRAM	normal	$7FD000	FILE_ADE866|$400000	$88BF1C
asset_88BF02	$88BF02	WRAM	normal	$7FD001	FILE_ADF2DA|$400000	$88BF22
asset_88BF02	$88BF02	WRAM	normal	$7F7000	FILE_B298B4	$88BF28
asset_88BF30	$88BF30	WRAM	normal	$7FC000	FILE_B299AF	$88BF32
asset_88BF30	$88BF30	WRAM	normal	$7FA000	FILE_ADD649|$400000	$88BF38
asset_88BF30	$88BF30	WRAM	normal	$7FA001	FILE_ADDF68|$400000	$88BF3E
asset_88BF30	$88BF30	WRAM	normal	$7FF000	FILE_B2FE4A	$88BF44
asset_88BF30	$88BF30	WRAM	normal	$7FD000	FILE_B283C2|$400000	$88BF4A
asset_88BF30	$88BF30	WRAM	normal	$7FD001	FILE_B28CF1|$400000	$88BF50
asset_88BF30	$88BF30	WRAM	normal	$7F7000	FILE_B299E2	$88BF56
asset_88BF5E	$88BF5E	VRAM	normal	$2000	VRAM_AC8580	$88BF60
asset_88BF5E	$88BF5E	VRAM	normal	$2D70	VRAM_AC9AB7	$88BF65
asset_88BF5E	$88BF5E	VRAM	normal	$3000	VRAM_AC9E39	$88BF6A
asset_88BF5E	$88BF5E	VRAM	normal	$31F0	VRAM_ACA0B2	$88BF6F
asset_88BF5E	$88BF5E	VRAM	normal	$3CD0	VRAM_ACB150	$88BF74
asset_88BF5E	$88BF5E	VRAM	normal	$4000	VRAM_ACB64A	$88BF79
asset_88BF5E	$88BF5E	VRAM	normal	$43E0	VRAM_ACBC06	$88BF7E
asset_88BF5E	$88BF5E	VRAM	normal	$4640	VRAM_ACDD6A	$88BF83
asset_88BF5E	$88BF5E	VRAM	normal	$5000	VRAM_A18681	$88BF88
asset_88BF5E	$88BF5E	VRAM	normal	$7000	VRAM_AACF09	$88BF8D
asset_88BF5E	$88BF5E	VRAM	normal	$7400	VRAM_AADCA5	$88BF92
asset_88BF5E	$88BF5E	VRAM	normal	$7800	VRAM_AAB006	$88BF97
asset_88BF9D	$88BF9D	WRAM	normal	$7FC000	FILE_B29AC3	$88BF9F
asset_88BF9D	$88BF9D	WRAM	normal	$7FA000	FILE_B29B35|$400000	$88BFA5
asset_88BF9D	$88BF9D	WRAM	normal	$7FA001	FILE_B29C19|$400000	$88BFAB
asset_88BF9D	$88BF9D	WRAM	normal	$7FF000	FILE_B29CC7	$88BFB1
asset_88BF9D	$88BF9D	WRAM	normal	$7FD000	FILE_B29D73|$400000	$88BFB7
asset_88BF9D	$88BF9D	WRAM	normal	$7FD001	FILE_B2A150|$400000	$88BFBD
asset_88BF9D	$88BF9D	WRAM	normal	$7F7000	FILE_B2A3A1	$88BFC3
asset_88BFCB	$88BFCB	WRAM	normal	$7FC000	FILE_B2FDD1	$88BFCD
asset_88BFCB	$88BFCB	WRAM	normal	$7FA000	FILE_B29B35|$400000	$88BFD3
asset_88BFCB	$88BFCB	WRAM	normal	$7FA001	FILE_B29C19|$400000	$88BFD9
asset_88BFCB	$88BFCB	WRAM	normal	$7FF000	FILE_B2A4C8	$88BFDF
asset_88BFCB	$88BFCB	WRAM	normal	$7FD000	FILE_B29D73|$400000	$88BFE5
asset_88BFCB	$88BFCB	WRAM	normal	$7FD001	FILE_B2A150|$400000	$88BFEB
asset_88BFCB	$88BFCB	WRAM	normal	$7F7000	FILE_B2A566	$88BFF1
asset_88BFF9	$88BFF9	VRAM	normal	$2000	VRAM_AC8580	$88BFFB
asset_88BFF9	$88BFF9	VRAM	normal	$2D70	VRAM_AC9AB7	$88C000
asset_88BFF9	$88BFF9	VRAM	normal	$3000	VRAM_AC9E39	$88C005
asset_88BFF9	$88BFF9	VRAM	normal	$31F0	VRAM_ACA0B2	$88C00A
asset_88BFF9	$88BFF9	VRAM	normal	$3CD0	VRAM_ACB150	$88C00F
